Relation: Name,Academic year,Academic period,Number,Total duration,Time unit,Relation: Relation type,Relation: Direction,Relation: Status,Relation: Subject area,Relation: Level,Relation: Degree programme,Relation: Relation ID,Remaining seats,Relation: External institutions
Exchange Student-Líderes del mañana-TEC MONTERREY-Universidad de los Andes-Outgoing,2019,Second Semester 2019,4,"4,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Food Engineering|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,1880,0,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
SURF-Cornell University-Universidad de los Andes-Outgoing,2019,Inter-semester 2019,30,"60,00",Month,Stay opportunity,Outgoing,Silent,,,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,1100,30,Cornell University
SURF-North Carolina State University-Universidad de los Andes-Outgoing,2019,Inter-semester 2019,2,"4,00",Month,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,1749,2,North Carolina State University
SURF-Institut National des Sciences Appliquées de Lyon-LaMCoS-Universidad de los Andes-Outgoing,2019,Inter-semester 2019,1,"2,00",Month,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,1740,1,Institut National des Sciences Appliquées de Lyon
SURF-Purdue University-Universidad de los Andes-Outgoing,2019,Inter-semester 2019,3,"6,00",Month,Stay opportunity,Outgoing,Silent,,,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc,1023,3,Purdue University
SURF-Vanderbilt University-Universidad de los Andes-Outgoing,2019,Inter-semester 2019,1,"2,00",Month,Stay opportunity,Outgoing,Silent,,,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc,1337,1,Vanderbilt University
SURF-University of Arkansas-Universidad de los Andes-Outgoing,2019,Inter-semester 2019,2,"4,00",Month,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,1836,2,University of Arkansas
SURF-Arizona State University-Universidad de los Andes-Outgoing,2019,Inter-semester 2019,1,"2,00",Month,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,1838,1,Arizona State University
Exchange Student Undergraduate-Université Laval-School of Management -Incoming,1967,,1,"1,00",Year,Stay opportunity,Incoming,Active,,Undergraduate / Bachelor,Administration Bsc,1994,1,Université Laval
Exchange Student Undergraduate-Université Laval-School of Management -Outgoing,1967,,1,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Administration Bsc,1995,1,Université Laval
Exchange Student Master-Université Laval-School of Management -Outgoing,1967,,1,"1,00",Year,Stay opportunity,Outgoing,Silent,,Postgraduate / Master,Executive MBA|| Full - Time MBA|| Master in Development Management and Practice|| Master in Environmental Management|| Master in Finance|| Master in Marketing|| Master in Research in Management|| Part - Time MBA|| Master in Supply Chain Management|| International master in Finance,2295,1,Université Laval
Exchange Student-Líderes del mañana-TEC PUEBLA-Universidad de los Andes-Outgoing,2019,Second Semester 2019,4,"4,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Food Engineering|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,783,1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student-Líderes del mañana-TEC TOLUCA-Universidad de los Andes-Outgoing,2019,Second Semester 2019,2,"2,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc,1895,-1,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara"
Exchange Student Undergraduate- Europea Universitat Viadrina-Universidad de los Andes-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Active,,Undergraduate / Bachelor,Economics Bsc|| Law Bsc,1925,1,Europa-Universität Viadrina Frankfurt (Oder)
Exchange Student Undergraduate- Europea Universitat Viadrina Universidad de los Andes-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Economics Bsc|| Law Bsc,1926,1,Europa-Universität Viadrina Frankfurt (Oder)
Exchange Student-Pontificia Universidade Católica do Paraná-Universidad de los Andes-Outgoing,2020,First Semester 2020,5,"5,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,668,5,Pontificia Universidade Católica do Paraná (PUCPR)
Exchange Student Undergraduate-Universidade Federal de Santa Catarina-Universidad de los Andes-Outgoing,2020,First Semester 2020,2,"2,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Global Studies Bsc,688,2,Universidade Federal de Santa Catarina
Exchange Student Master-Universidade Federal de São Carlos UFSCAR-Department of Engineering Civil and Environmental-Outgoing,1967,,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Civil Engineering|| Master in Environmental Engineering,1943,2,Universidade Federal de São Carlos - UFSCAR
Exchange Student Master-Universidade Federal de São Carlos UFSCAR-Department of Engineering Civil and Environmental-Outgoing,2020,Second Semester 2020,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Civil Engineering|| Master in Environmental Engineering,1943,1,Universidade Federal de São Carlos - UFSCAR
Exchange Student Undergraduate-Universidade Federal de São Carlos UFSCAR-Department of Engineering Civil and Environmental-Outgoing,1967,,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Civil Engineering Bsc|| Environmental Engineering Bsc,1856,2,Universidade Federal de São Carlos - UFSCAR
Exchange Student Undergraduate-Universidade Federal de São Carlos UFSCAR-Department of Engineering Civil and Environmental-Outgoing,2020,Second Semester 2020,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Civil Engineering Bsc|| Environmental Engineering Bsc,1856,1,Universidade Federal de São Carlos - UFSCAR
Exchange Faculty-Universidade Federal de São Carlos UFSCAR-Department of Engineering Civil and Environmental-Outgoing,1967,,2,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,,,1945,2,Universidade Federal de São Carlos - UFSCAR
Research Internship-Universidade Federal de São Carlos UFSCAR-Department of Engineering Civil and Environmental-Outgoing,1967,,2,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,,,1944,2,Universidade Federal de São Carlos - UFSCAR
Exchange Student Undergraduate-Universidade Federal de São Carlos UFSCAR-Department of Engineering Civil and Environmental-Incoming,1967,,2,"1,00",Academic period,Stay opportunity,Incoming,Active,,Undergraduate / Bachelor,Civil Engineering Bsc|| Environmental Engineering Bsc,1946,2,Universidade Federal de São Carlos - UFSCAR
Exchange Student Undergraduate-Universidade Federal de São Carlos UFSCAR-Department of Engineering Civil and Environmental-Incoming,2020,Second Semester 2020,1,"1,00",Academic period,Stay opportunity,Incoming,Active,,Undergraduate / Bachelor,Civil Engineering Bsc|| Environmental Engineering Bsc,1946,1,Universidade Federal de São Carlos - UFSCAR
Exchange Student Master-Universidade Federal de São Carlos UFSCAR-Department of Engineering Civil and Environmental-Incoming,1967,,2,"1,00",Academic period,Stay opportunity,Incoming,Active,,Postgraduate / Master,Master in Civil Engineering|| Master in Environmental Engineering,1947,2,Universidade Federal de São Carlos - UFSCAR
